D,B,A,smiles,HOMO(eV),LUMO(eV),IP(eV),EA(eV),excE(eV),exc_osc(a.u.)
2,7,7,COC(=O)c1sc2c(-c3ccc(-c4cc5c(-c6ccc(C)cc6)c6sccc6c(-c6ccc(C)cc6)c5s4)cc3)scc2c1F,-7.504000,-0.172000,5.604000,2.121000,3.960000,1.396000
3,3,6,Cc1ccc(-c2c3cc(-c4ccc(-c5scc6c5C(=O)N(C)C6=O)[se]4)sc3c(-c3ccc(C)s3)c3ccsc23)s1,-7.503000,-0.912000,5.594000,2.913000,3.361000,1.429000
1,3,2,COc1c2cc(-c3ccc(-c4cccc5nsnc45)[se]3)sc2c(OC)c2ccsc12,-7.503000,-0.932000,5.141000,3.024000,3.428000,1.225000
1,2,6,COc1c2cc(-c3ccc(-c4scc5c4C(=O)N(C)C5=O)o3)sc2c(OC)c2ccsc12,-7.503000,-0.613000,5.152000,2.678000,3.528000,1.415000
1,2,1,COc1c2cc(-c3ccc(-c4c(F)c(F)cc5nsnc45)o3)sc2c(OC)c2ccsc12,-7.499000,-1.000000,5.138000,3.013000,3.412000,1.278000
4,5,2,c1csc(-c2ccc(-c3ccc(-c4cccc5nsnc45)s3)s2)c1,-7.498000,-0.917000,5.429000,2.995000,3.337000,1.239000
3,1,6,Cc1ccc(-c2c3cc(-c4ccc(-c5scc6c5C(=O)N(C)C6=O)s4)sc3c(-c3ccc(C)s3)c3ccsc23)s1,-7.498000,-0.805000,5.589000,2.806000,3.437000,1.192000
3,9,6,Cc1ccc(-c2c3cc(-c4sc(-c5scc6c5C(=O)N(C)C6=O)cc4C)sc3c(-c3ccc(C)s3)c3ccsc23)s1,-7.497000,-0.735000,5.586000,2.792000,3.522000,1.498000
6,1,4,Fc1cc2nccnc2c(-c2ccc(-c3ccc(-c4cccs4)s3)s2)c1F,-7.497000,-0.517000,5.419000,2.654000,3.592000,1.390000
1,1,8,COc1c2cc(-c3ccc(-c4cc5c(ccc6nsnc65)c5nsnc45)s3)sc2c(OC)c2ccsc12,-7.495000,-1.355000,5.143000,3.242000,3.168000,1.127000
1,1,2,fCOc1c2cc(-c3ccc(-c4cccc5nsnc45)s3)sc2c(OC)c2ccsc12,-7.495000,-0.944000,5.136000,3.014000,3.408000,1.204000
2,8,5,Cc1ccc(-c2c3cc(-c4ccc5oc(-c6ccc7c(c6)C(C)(C)c6ccccc6-7)cc5c4)sc3c(-c3ccc(C)cc3)c3ccsc23)cc1,-7.495000,-0.043000,5.587000,1.955000,4.007000,2.120000
6,2,1,Fc1cc2nsnc2c(-c2ccc(-c3ccc(-c4cccs4)s3)o2)c1F,-7.493000,-0.971000,5.436000,2.994000,3.336000,1.325000
1,3,4,COc1c2cc(-c3ccc(-c4c(F)c(F)cc5nccnc45)[se]3)sc2c(OC)c2ccsc12,-7.492000,-0.574000,5.130000,2.686000,3.647000,1.291000
1,4,3,COc1c2cc(-c3cc4sc(-c5cc(C(=O)O)cs5)cc4s3)sc2c(OC)c2ccsc12,-7.492000,-0.418000,5.145000,2.412000,3.732000,1.908000
6,1,3,O=C(O)c1csc(-c2ccc(-c3ccc(-c4cccs4)s3)s2)c1,-7.492000,-0.381000,5.447000,2.382000,3.585000,1.528000
3,4,6,Cc1ccc(-c2c3cc(-c4cc5sc(-c6scc7c6C(=O)N(C)C7=O)cc5s4)sc3c(-c3ccc(C)s3)c3ccsc23)s1,-7.490000,-0.863000,5.609000,2.815000,3.390000,1.874000
2,3,2,Cc1ccc(-c2c3cc(-c4ccc(-c5cccc6nsnc56)[se]4)sc3c(-c3ccc(C)cc3)c3ccsc23)cc1,-7.489000,-0.910000,5.545000,3.011000,3.447000,1.221000
3,1,4,Cc1ccc(-c2c3cc(-c4ccc(-c5c(F)c(F)cc6nccnc56)s4)sc3c(-c3ccc(C)s3)c3ccsc23)s1,-7.488000,-0.590000,5.576000,2.678000,3.672000,1.282000
3,1,3,Cc1ccc(-c2c3cc(-c4ccc(-c5cc(C(=O)O)cs5)s4)sc3c(-c3ccc(C)s3)c3ccsc23)s1,-7.487000,-0.460000,5.576000,2.436000,3.695000,1.194000
6,2,6,CN1C(=O)c2csc(-c3ccc(-c4ccc(-c5cccs5)s4)o3)c2C1=O,-7.486000,-0.553000,5.446000,2.631000,3.446000,1.550000
3,3,4,Cc1ccc(-c2c3cc(-c4ccc(-c5c(F)c(F)cc6nccnc56)[se]4)sc3c(-c3ccc(C)s3)c3ccsc23)s1,-7.486000,-0.555000,5.559000,2.692000,3.684000,1.059000
6,3,4,Fc1cc2nccnc2c(-c2ccc(-c3ccc(-c4cccs4)s3)[se]2)c1F,-7.486000,-0.542000,5.401000,2.664000,3.540000,1.384000
1,5,9,COc1c2cc(-c3ccc(-c4ccc(-c5nncs5)s4)s3)sc2c(OC)c2ccsc12,-7.484000,-0.719000,5.146000,2.675000,3.471000,1.917000
2,7,5,Cc1ccc(-c2c3cc(-c4ccc(-c5ccc6c(c5)C(C)(C)c5ccccc5-6)cc4)sc3c(-c3ccc(C)cc3)c3ccsc23)cc1,-7.484000,-0.185000,5.584000,2.124000,3.942000,1.583000
4,5,4,Fc1cc2nccnc2c(-c2ccc(-c3ccc(-c4cccs4)s3)s2)c1F,-7.482000,-0.551000,5.421000,2.654000,3.551000,1.424000
6,4,3,O=C(O)c1csc(-c2cc3sc(-c4ccc(-c5cccs5)s4)cc3s2)c1,-7.481000,-0.386000,5.434000,2.374000,3.618000,1.828000
3,9,3,Cc1ccc(-c2c3cc(-c4sc(-c5cc(C(=O)O)cs5)cc4C)sc3c(-c3ccc(C)s3)c3ccsc23)s1,-7.481000,-0.369000,5.566000,2.370000,3.759000,1.380000
2,3,8,Cc1ccc(-c2c3cc(-c4ccc(-c5cc6c(ccc7nsnc76)c6nsnc56)[se]4)sc3c(-c3ccc(C)cc3)c3ccsc23)cc1,-7.480000,-1.317000,5.563000,3.241000,3.229000,1.249000
3,1,2,Cc1ccc(-c2c3cc(-c4ccc(-c5cccc6nsnc56)s4)sc3c(-c3ccc(C)s3)c3ccsc23)s1,-7.480000,-0.932000,5.573000,3.021000,3.425000,1.161000
3,9,2,Cc1ccc(-c2c3cc(-c4sc(-c5cccc6nsnc56)cc4C)sc3c(-c3ccc(C)s3)c3ccsc23)s1,-7.479000,-0.925000,5.570000,2.999000,3.424000,1.179000
2,1,4,Cc1ccc(-c2c3cc(-c4ccc(-c5c(F)c(F)cc6nccnc56)s4)sc3c(-c3ccc(C)cc3)c3ccsc23)cc1,-7.478000,-0.556000,5.549000,2.664000,3.692000,1.158000
3,3,3,Cc1ccc(-c2c3cc(-c4ccc(-c5cc(C(=O)O)cs5)[se]4)sc3c(-c3ccc(C)s3)c3ccsc23)s1,-7.478000,-0.570000,5.598000,2.540000,3.576000,1.272000
3,2,6,Cc1ccc(-c2c3cc(-c4ccc(-c5scc6c5C(=O)N(C)C6=O)o4)sc3c(-c3ccc(C)s3)c3ccsc23)s1,-7.477000,-0.666000,5.586000,2.684000,3.485000,1.253000
3,7,7,COC(=O)c1sc2c(-c3ccc(-c4cc5c(-c6ccc(C)s6)c6sccc6c(-c6ccc(C)s6)c5s4)cc3)scc2c1F,-7.476000,-0.331000,5.553000,2.211000,3.816000,1.221000
2,2,6,Cc1ccc(-c2c3cc(-c4ccc(-c5scc6c5C(=O)N(C)C6=O)o4)sc3c(-c3ccc(C)cc3)c3ccsc23)cc1,-7.475000,-0.618000,5.596000,2.672000,3.495000,1.318000
4,5,3,O=C(O)c1csc(-c2ccc(-c3ccc(-c4cccs4)s3)s2)c1,-7.474000,-0.400000,5.441000,2.387000,3.559000,1.536000
2,1,2,Cc1ccc(-c2c3cc(-c4ccc(-c5cccc6nsnc56)s4)sc3c(-c3ccc(C)cc3)c3ccsc23)cc1,-7.474000,-0.929000,5.550000,3.005000,3.424000,1.227000
3,5,6,Cc1ccc(-c2c3cc(-c4ccc(-c5ccc(-c6scc7c6C(=O)N(C)C7=O)s5)s4)sc3c(-c3ccc(C)s3)c3ccsc23)s1,-7.473000,-0.768000,5.591000,2.830000,3.405000,1.900000
3,4,3,Cc1ccc(-c2c3cc(-c4cc5sc(-c6cc(C(=O)O)cs6)cc5s4)sc3c(-c3ccc(C)s3)c3ccsc23)s1,-7.472000,-0.555000,5.611000,2.456000,3.624000,1.750000
2,9,8,Cc1ccc(-c2c3cc(-c4sc(-c5cc6c(ccc7nsnc76)c6nsnc56)cc4C)sc3c(-c3ccc(C)cc3)c3ccsc23)cc1,-7.471000,-1.332000,5.497000,3.228000,3.181000,0.979000
2,4,3,Cc1ccc(-c2c3cc(-c4cc5sc(-c6cc(C(=O)O)cs6)cc5s4)sc3c(-c3ccc(C)cc3)c3ccsc23)cc1,-7.470000,-0.458000,5.589000,2.411000,3.686000,1.862000
6,5,1,Fc1cc2nsnc2c(-c2ccc(-c3ccc(-c4ccc(-c5cccs5)s4)s3)s2)c1F,-7.470000,-0.911000,5.401000,2.982000,3.510000,2.083000
3,3,2,Cc1ccc(-c2c3cc(-c4ccc(-c5cccc6nsnc56)[se]4)sc3c(-c3ccc(C)s3)c3ccsc23)s1,-7.470000,-0.983000,5.599000,3.028000,3.360000,1.193000
3,3,8,Cc1ccc(-c2c3cc(-c4ccc(-c5cc6c(ccc7nsnc76)c6nsnc56)[se]4)sc3c(-c3ccc(C)s3)c3ccsc23)s1,-7.470000,-1.383000,5.567000,3.282000,3.125000,1.169000
3,7,5,Cc1ccc(-c2c3cc(-c4ccc(-c5ccc6c(c5)C(C)(C)c5ccccc5-6)cc4)sc3c(-c3ccc(C)s3)c3ccsc23)s1,-7.469000,-0.348000,5.554000,2.217000,3.802000,1.339000
6,5,9,c1csc(-c2ccc(-c3ccc(-c4ccc(-c5nncs5)s4)s3)s2)c1,-7.468000,-0.647000,5.434000,2.635000,3.417000,1.882000
2,3,4,Cc1ccc(-c2c3cc(-c4ccc(-c5c(F)c(F)cc6nccnc56)[se]4)sc3c(-c3ccc(C)cc3)c3ccsc23)cc1,-7.467000,-0.565000,5.559000,2.680000,3.639000,1.210000
3,2,1,Cc1ccc(-c2c3cc(-c4ccc(-c5c(F)c(F)cc6nsnc56)o4)sc3c(-c3ccc(C)s3)c3ccsc23)s1,-7.466000,-1.009000,5.574000,3.012000,3.392000,1.201000
2,1,8,Cc1ccc(-c2c3cc(-c4ccc(-c5cc6c(ccc7nsnc76)c6nsnc56)s4)sc3c(-c3ccc(C)cc3)c3ccsc23)cc1,-7.466000,-1.348000,5.608000,3.237000,3.159000,1.093000
2,2,1,Cc1ccc(-c2c3cc(-c4ccc(-c5c(F)c(F)cc6nsnc56)o4)sc3c(-c3ccc(C)cc3)c3ccsc23)cc1,-7.466000,-1.017000,5.598000,3.015000,3.363000,1.198000
1,4,4,COc1c2cc(-c3cc4sc(-c5c(F)c(F)cc6nccnc56)cc4s3)sc2c(OC)c2ccsc12,-7.465000,-0.606000,5.142000,2.686000,3.622000,1.802000
3,5,1,Cc1ccc(-c2c3cc(-c4ccc(-c5ccc(-c6c(F)c(F)cc7nsnc67)s5)s4)sc3c(-c3ccc(C)s3)c3ccsc23)s1,-7.465000,-0.935000,5.602000,2.970000,3.510000,2.032000
5,2,7,COC(=O)c1sc2c(-c3ccc(-c4cc(F)cs4)o3)scc2c1F,-7.463000,0.013000,5.455000,1.949000,3.887000,1.302000
6,1,7,COC(=O)c1sc2c(-c3ccc(-c4ccc(-c5cccs5)s4)s3)scc2c1F,-7.463000,-0.176000,5.369000,2.255000,3.731000,1.831000
3,5,9,Cc1ccc(-c2c3cc(-c4ccc(-c5ccc(-c6nncs6)s5)s4)sc3c(-c3ccc(C)s3)c3ccsc23)s1,-7.462000,-0.723000,5.593000,2.669000,3.453000,1.547000
1,6,2,COc1c2cc(-c3cccc(-c4cccc5nsnc45)c3)sc2c(OC)c2ccsc12,-7.459000,-0.684000,5.072000,2.876000,4.009000,0.799000
6,3,3,O=C(O)c1csc(-c2ccc(-c3ccc(-c4cccs4)s3)[se]2)c1,-7.459000,-0.419000,5.395000,2.439000,3.526000,1.496000
2,9,4,Cc1ccc(-c2c3cc(-c4sc(-c5c(F)c(F)cc6nccnc56)cc4C)sc3c(-c3ccc(C)cc3)c3ccsc23)cc1,-7.459000,-0.511000,6.105000,2.653000,3.720000,0.801000
1,4,2,COc1c2cc(-c3cc4sc(-c5cccc6nsnc56)cc4s3)sc2c(OC)c2ccsc12,-7.459000,-0.987000,5.144000,3.028000,3.353000,1.561000
1,9,7,COC(=O)c1sc2c(-c3cc(C)c(-c4cc5c(OC)c6sccc6c(OC)c5s4)s3)scc2c1F,-7.458000,-0.182000,5.132000,2.258000,3.854000,1.945000
3,1,8,Cc1ccc(-c2c3cc(-c4ccc(-c5cc6c(ccc7nsnc76)c6nsnc56)s4)sc3c(-c3ccc(C)s3)c3ccsc23)s1,-7.457000,-1.366000,5.598000,3.238000,3.145000,1.306000
3,9,8,Cc1ccc(-c2c3cc(-c4sc(-c5cc6c(ccc7nsnc76)c6nsnc56)cc4C)sc3c(-c3ccc(C)s3)c3ccsc23)s1,-7.455000,-1.347000,5.538000,3.230000,3.158000,0.996000
2,4,6,Cc1ccc(-c2c3cc(-c4cc5sc(-c6scc7c6C(=O)N(C)C7=O)cc5s4)sc3c(-c3ccc(C)cc3)c3ccsc23)cc1,-7.455000,-0.815000,5.622000,2.786000,3.405000,1.986000
2,5,1,Cc1ccc(-c2c3cc(-c4ccc(-c5ccc(-c6c(F)c(F)cc7nsnc67)s5)s4)sc3c(-c3ccc(C)cc3)c3ccsc23)cc1,-7.454000,-0.924000,5.535000,2.977000,3.519000,2.074000
1,5,4,COc1c2cc(-c3ccc(-c4ccc(-c5c(F)c(F)cc6nccnc56)s4)s3)sc2c(OC)c2ccsc12,-7.454000,-0.552000,5.464000,2.655000,3.605000,1.853000
3,9,4,Cc1ccc(-c2c3cc(-c4sc(-c5c(F)c(F)cc6nccnc56)cc4C)sc3c(-c3ccc(C)s3)c3ccsc23)s1,-7.453000,-0.555000,5.495000,2.665000,3.666000,1.034000
6,9,7,COC(=O)c1sc2c(-c3cc(C)c(-c4ccc(-c5cccs5)s4)s3)scc2c1F,-7.452000,-0.107000,5.341000,2.197000,3.781000,1.828000
2,5,9,Cc1ccc(-c2c3cc(-c4ccc(-c5ccc(-c6nncs6)s5)s4)sc3c(-c3ccc(C)cc3)c3ccsc23)cc1,-7.452000,-0.710000,5.594000,2.668000,3.455000,1.859000
4,5,8,c1csc(-c2ccc(-c3ccc(-c4cc5c(ccc6nsnc65)c5nsnc45)s3)s2)c1,-7.451000,-1.333000,5.453000,3.225000,3.095000,1.277000
6,1,8,c1csc(-c2ccc(-c3ccc(-c4cc5c(ccc6nsnc65)c5nsnc45)s3)s2)c1,-7.449000,-1.337000,5.455000,3.222000,3.089000,1.279000
5,2,5,CC1(C)c2ccccc2-c2ccc(-c3ccc(-c4cc(F)cs4)o3)cc21,-7.449000,0.004000,5.440000,1.945000,3.877000,1.433000
2,1,7,COC(=O)c1sc2c(-c3ccc(-c4cc5c(-c6ccc(C)cc6)c6sccc6c(-c6ccc(C)cc6)c5s4)s3)scc2c1F,-7.447000,-0.255000,5.504000,2.304000,3.790000,1.934000
3,4,4,Cc1ccc(-c2c3cc(-c4cc5sc(-c6c(F)c(F)cc7nccnc67)cc5s4)sc3c(-c3ccc(C)s3)c3ccsc23)s1,-7.446000,-0.651000,5.561000,2.692000,3.578000,1.702000
6,3,8,c1csc(-c2ccc(-c3ccc(-c4cc5c(ccc6nsnc65)c5nsnc45)[se]3)s2)c1,-7.443000,-1.337000,5.430000,3.233000,3.086000,1.318000
1,5,6,COc1c2cc(-c3ccc(-c4ccc(-c5scc6c5C(=O)N(C)C6=O)s4)s3)sc2c(OC)c2ccsc12,-7.443000,-0.804000,5.534000,2.803000,3.346000,2.073000
1,4,8,COc1c2cc(-c3cc4sc(-c5cc6c(ccc7nsnc76)c6nsnc56)cc4s3)sc2c(OC)c2ccsc12,-7.440000,-1.381000,5.143000,3.251000,3.124000,1.646000
1,3,8,COc1c2cc(-c3ccc(-c4cc5c(ccc6nsnc65)c5nsnc45)[se]3)sc2c(OC)c2ccsc12,-7.440000,-1.398000,5.533000,3.274000,3.068000,1.342000
6,1,2,c1csc(-c2ccc(-c3ccc(-c4cccc5nsnc45)s3)s2)c1,-7.437000,-0.941000,5.426000,2.996000,3.276000,1.302000
1,9,5,COc1c2cc(-c3sc(-c4ccc5c(c4)C(C)(C)c4ccccc4-5)cc3C)sc2c(OC)c2ccsc12,-7.435000,-0.199000,5.492000,2.245000,3.821000,2.110000
6,3,2,c1csc(-c2ccc(-c3ccc(-c4cccc5nsnc45)[se]3)s2)c1,-7.435000,-0.920000,5.408000,3.004000,3.286000,1.318000
1,1,7,COC(=O)c1sc2c(-c3ccc(-c4cc5c(OC)c6sccc6c(OC)c5s4)s3)scc2c1F,-7.435000,-0.332000,5.130000,2.325000,3.709000,1.739000
1,2,8,COc1c2cc(-c3ccc(-c4cc5c(ccc6nsnc65)c5nsnc45)o3)sc2c(OC)c2ccsc12,-7.434000,-1.330000,5.540000,3.216000,3.075000,0.838000
1,3,7,COC(=O)c1sc2c(-c3ccc(-c4cc5c(OC)c6sccc6c(OC)c5s4)[se]3)scc2c1F,-7.433000,-0.395000,5.127000,2.412000,3.645000,1.763000
3,4,8,Cc1ccc(-c2c3cc(-c4cc5sc(-c6cc7c(ccc8nsnc87)c7nsnc67)cc5s4)sc3c(-c3ccc(C)s3)c3ccsc23)s1,-7.431000,-1.364000,5.594000,3.256000,3.151000,1.701000
3,2,2,Cc1ccc(-c2c3cc(-c4ccc(-c5cccc6nsnc56)o4)sc3c(-c3ccc(C)s3)c3ccsc23)s1,-7.431000,-0.907000,5.526000,2.989000,3.311000,0.905000
2,4,8,Cc1ccc(-c2c3cc(-c4cc5sc(-c6cc7c(ccc8nsnc87)c7nsnc67)cc5s4)sc3c(-c3ccc(C)cc3)c3ccsc23)cc1,-7.428000,-1.372000,5.592000,3.249000,3.131000,1.631000
1,2,2,COc1c2cc(-c3ccc(-c4cccc5nsnc45)o3)sc2c(OC)c2ccsc12,-7.428000,-0.895000,5.510000,2.987000,3.317000,0.942000
2,4,2,Cc1ccc(-c2c3cc(-c4cc5sc(-c6cccc7nsnc67)cc5s4)sc3c(-c3ccc(C)cc3)c3ccsc23)cc1,-7.426000,-0.924000,5.496000,3.014000,3.403000,1.542000
1,3,5,COc1c2cc(-c3ccc(-c4ccc5c(c4)C(C)(C)c4ccccc4-5)[se]3)sc2c(OC)c2ccsc12,-7.425000,-0.391000,5.507000,2.410000,3.650000,1.958000
1,2,4,COc1c2cc(-c3ccc(-c4c(F)c(F)cc5nccnc45)o3)sc2c(OC)c2ccsc12,-7.423000,-0.585000,5.487000,2.661000,3.541000,1.178000
3,5,3,Cc1ccc(-c2c3cc(-c4ccc(-c5ccc(-c6cc(C(=O)O)cs6)s5)s4)sc3c(-c3ccc(C)s3)c3ccsc23)s1,-7.422000,-0.509000,5.476000,2.499000,3.547000,2.051000
2,5,4,Cc1ccc(-c2c3cc(-c4ccc(-c5ccc(-c6c(F)c(F)cc7nccnc67)s5)s4)sc3c(-c3ccc(C)cc3)c3ccsc23)cc1,-7.421000,-0.557000,5.452000,2.657000,3.584000,1.883000
6,4,2,c1csc(-c2ccc(-c3cc4sc(-c5cccc6nsnc56)cc4s3)s2)c1,-7.421000,-0.940000,5.410000,3.015000,3.325000,1.567000
1,1,5,COc1c2cc(-c3ccc(-c4ccc5c(c4)C(C)(C)c4ccccc4-5)s3)sc2c(OC)c2ccsc12,-7.418000,-0.347000,5.125000,2.321000,3.686000,1.980000
3,4,2,Cc1ccc(-c2c3cc(-c4cc5sc(-c6cccc7nsnc67)cc5s4)sc3c(-c3ccc(C)s3)c3ccsc23)s1,-7.418000,-0.986000,5.578000,3.030000,3.335000,1.643000
2,5,6,Cc1ccc(-c2c3cc(-c4ccc(-c5ccc(-c6scc7c6C(=O)N(C)C7=O)s5)s4)sc3c(-c3ccc(C)cc3)c3ccsc23)cc1,-7.418000,-0.748000,5.011000,3.355000,3.401000,1.709000
5,5,7,COC(=O)c1sc2c(-c3ccc(-c4ccc(-c5cc(F)cs5)s4)s3)scc2c1F,-7.416000,-0.372000,5.450000,2.342000,3.549000,1.862000
3,1,5,Cc1ccc(-c2c3cc(-c4ccc(-c5ccc6c(c5)C(C)(C)c5ccccc5-6)s4)sc3c(-c3ccc(C)s3)c3ccsc23)s1,-7.416000,-0.392000,5.527000,2.345000,3.685000,1.964000
2,9,2,Cc1ccc(-c2c3cc(-c4sc(-c5cccc6nsnc56)cc4C)sc3c(-c3ccc(C)cc3)c3ccsc23)cc1,-7.413000,-0.907000,5.517000,3.025000,3.390000,1.285000
1,4,7,COC(=O)c1sc2c(-c3cc4sc(-c5cc6c(OC)c7sccc7c(OC)c6s5)cc4s3)scc2c1F,-7.413000,-0.367000,5.510000,2.335000,3.684000,2.413000
6,3,7,COC(=O)c1sc2c(-c3ccc(-c4ccc(-c5cccs5)s4)[se]3)scc2c1F,-7.412000,-0.281000,5.374000,2.336000,3.612000,1.852000
3,1,7,COC(=O)c1sc2c(-c3ccc(-c4cc5c(-c6ccc(C)s6)c6sccc6c(-c6ccc(C)s6)c5s4)s3)scc2c1F,-7.411000,-0.446000,5.560000,2.364000,3.620000,1.428000
4,5,7,COC(=O)c1sc2c(-c3ccc(-c4ccc(-c5cccs5)s4)s3)scc2c1F,-7.410000,-0.252000,5.379000,2.270000,3.631000,1.860000
3,2,4,Cc1ccc(-c2c3cc(-c4ccc(-c5c(F)c(F)cc6nccnc56)o4)sc3c(-c3ccc(C)s3)c3ccsc23)s1,-7.410000,-0.618000,5.513000,2.663000,3.501000,1.054000
2,3,7,COC(=O)c1sc2c(-c3ccc(-c4cc5c(-c6ccc(C)cc6)c6sccc6c(-c6ccc(C)cc6)c5s4)[se]3)scc2c1F,-7.409000,-0.382000,5.518000,2.388000,3.648000,1.874000
6,1,5,CC1(C)c2ccccc2-c2ccc(-c3ccc(-c4ccc(-c5cccs5)s4)s3)cc21,-7.408000,-0.248000,5.373000,2.264000,3.629000,1.904000
6,9,5,Cc1cc(-c2ccc3c(c2)C(C)(C)c2ccccc2-3)sc1-c1ccc(-c2cccs2)s1,-7.405000,-0.151000,5.279000,2.200000,3.715000,1.949000
1,5,2,COc1c2cc(-c3ccc(-c4ccc(-c5cccc6nsnc56)s4)s3)sc2c(OC)c2ccsc12,-7.405000,-0.962000,5.496000,3.004000,3.290000,1.748000
3,3,5,Cc1ccc(-c2c3cc(-c4ccc(-c5ccc6c(c5)C(C)(C)c5ccccc5-6)[se]4)sc3c(-c3ccc(C)s3)c3ccsc23)s1,-7.404000,-0.478000,5.534000,2.436000,3.588000,1.710000
6,4,4,Fc1cc2nccnc2c(-c2cc3sc(-c4ccc(-c5cccs5)s4)cc3s2)c1F,-7.402000,-0.596000,5.409000,2.676000,3.492000,1.787000
2,3,5,Cc1ccc(-c2c3cc(-c4ccc(-c5ccc6c(c5)C(C)(C)c5ccccc5-6)[se]4)sc3c(-c3ccc(C)cc3)c3ccsc23)cc1,-7.401000,-0.396000,5.509000,2.393000,3.627000,1.852000
2,4,4,Cc1ccc(-c2c3cc(-c4cc5sc(-c6c(F)c(F)cc7nccnc67)cc5s4)sc3c(-c3ccc(C)cc3)c3ccsc23)cc1,-7.399000,-0.717000,5.502000,2.715000,3.474000,1.856000
3,5,8,Cc1ccc(-c2c3cc(-c4ccc(-c5ccc(-c6cc7c(ccc8nsnc87)c7nsnc67)s5)s4)sc3c(-c3ccc(C)s3)c3ccsc23)s1,-7.399000,-1.342000,5.532000,3.238000,3.120000,1.681000
6,2,2,c1csc(-c2ccc(-c3ccc(-c4cccc5nsnc45)o3)s2)c1,-7.398000,-0.867000,5.349000,2.968000,3.256000,1.049000
2,1,5,Cc1ccc(-c2c3cc(-c4ccc(-c5ccc6c(c5)C(C)(C)c5ccccc5-6)s4)sc3c(-c3ccc(C)cc3)c3ccsc23)cc1,-7.397000,-0.320000,5.498000,2.299000,3.700000,2.065000
2,4,7,COC(=O)c1sc2c(-c3cc4sc(-c5cc6c(-c7ccc(C)cc7)c7sccc7c(-c7ccc(C)cc7)c6s5)cc4s3)scc2c1F,-7.396000,-0.352000,5.496000,2.321000,3.684000,2.368000
6,2,8,c1csc(-c2ccc(-c3ccc(-c4cc5c(ccc6nsnc65)c5nsnc45)o3)s2)c1,-7.396000,-1.310000,5.378000,3.199000,3.018000,0.976000
4,2,7,COC(=O)c1sc2c(-c3ccc(-c4cccs4)o3)scc2c1F,-7.396000,0.089000,5.364000,1.833000,3.901000,1.296000
3,2,3,Cc1ccc(-c2c3cc(-c4ccc(-c5cc(C(=O)O)cs5)o4)sc3c(-c3ccc(C)s3)c3ccsc23)s1,-7.396000,-0.379000,5.497000,2.282000,3.682000,1.567000
2,2,3,Cc1ccc(-c2c3cc(-c4ccc(-c5cc(C(=O)O)cs5)o4)sc3c(-c3ccc(C)cc3)c3ccsc23)cc1,-7.395000,-0.257000,5.471000,2.179000,3.723000,1.193000
3,5,4,Cc1ccc(-c2c3cc(-c4ccc(-c5ccc(-c6c(F)c(F)cc7nccnc67)s5)s4)sc3c(-c3ccc(C)s3)c3ccsc23)s1,-7.395000,-0.623000,5.481000,2.660000,3.483000,2.030000
6,4,8,c1csc(-c2ccc(-c3cc4sc(-c5cc6c(ccc7nsnc76)c6nsnc56)cc4s3)s2)c1,-7.394000,-1.360000,5.429000,3.239000,3.081000,1.571000
5,5,5,CC1(C)c2ccccc2-c2ccc(-c3ccc(-c4ccc(-c5cc(F)cs5)s4)s3)cc21,-7.394000,-0.376000,5.434000,2.337000,3.533000,1.976000
6,3,5,CC1(C)c2ccccc2-c2ccc(-c3ccc(-c4ccc(-c5cccs5)s4)[se]3)cc21,-7.394000,-0.297000,5.353000,2.339000,3.588000,1.876000
1,5,8,COc1c2cc(-c3ccc(-c4ccc(-c5cc6c(ccc7nsnc76)c6nsnc56)s4)s3)sc2c(OC)c2ccsc12,-7.393000,-1.355000,5.449000,3.230000,3.087000,1.544000
1,2,3,COc1c2cc(-c3ccc(-c4cc(C(=O)O)cs4)o3)sc2c(OC)c2ccsc12,-7.391000,-0.236000,5.455000,2.187000,3.765000,1.639000
2,9,3,Cc1ccc(-c2c3cc(-c4sc(-c5cc(C(=O)O)cs5)cc4C)sc3c(-c3ccc(C)cc3)c3ccsc23)cc1,-7.390000,-0.392000,5.469000,2.367000,3.631000,1.286000
2,9,7,COC(=O)c1sc2c(-c3cc(C)c(-c4cc5c(-c6ccc(C)cc6)c6sccc6c(-c6ccc(C)cc6)c5s4)s3)scc2c1F,-7.390000,-0.262000,5.500000,2.241000,3.739000,1.963000
2,2,4,Cc1ccc(-c2c3cc(-c4ccc(-c5c(F)c(F)cc6nccnc56)o4)sc3c(-c3ccc(C)cc3)c3ccsc23)cc1,-7.390000,-0.580000,5.478000,2.656000,3.516000,1.092000
3,4,5,Cc1ccc(-c2c3cc(-c4cc5sc(-c6ccc7c(c6)C(C)(C)c6ccccc6-7)cc5s4)sc3c(-c3ccc(C)s3)c3ccsc23)s1,-7.388000,-0.485000,5.575000,2.398000,3.601000,2.264000
3,3,7,COC(=O)c1sc2c(-c3ccc(-c4cc5c(-c6ccc(C)s6)c6sccc6c(-c6ccc(C)s6)c5s4)[se]3)scc2c1F,-7.388000,-0.487000,5.522000,2.419000,3.571000,1.937000
3,4,7,COC(=O)c1sc2c(-c3cc4sc(-c5cc6c(-c7ccc(C)s7)c7sccc7c(-c7ccc(C)s7)c6s5)cc4s3)scc2c1F,-7.387000,-0.529000,5.594000,2.387000,3.558000,2.294000
