, sample_no, plate_id, Eta.V_ave, Sn.PM.Loading, Fe.PM.Loading, Co.PM.Loading, Ta.PM.Loading, Mn.PM.Loading, Cu.PM.Loading
695, 708, 3860, 0.492027, 0.3, 0.6, 0, 0.1, 0, 0
696, 709, 3860, 0.464145, 0.1, 0, 0.4, 0.4, 0, 0.1
697, 710, 3860, 0.498775, 0, 0.4, 0, 0.1, 0.4, 0.1
698, 711, 3860, 0.488479, 0, 0.4, 0.1, 0.3, 0.2, 0
699, 712, 3860, 0.530738, 0.6, 0.1, 0, 0, 0.3, 0
700, 713, 3860, 0.403169, 0, 0.1, 0, 0, 0.8, 0.1
701, 714, 3860, 0.55539, 0, 0.2, 0, 0.5, 0.3, 0
702, 715, 3860, 0.488245, 0.3, 0.3, 0, 0, 0.4, 0
703, 716, 3860, 0.466104, 0, 0, 0.1, 0, 0, 0.9
704, 717, 3860, 0.531556, 0, 0.3, 0, 0.5, 0.2, 0
705, 718, 3860, 0.497883, 0.2, 0.2, 0, 0.1, 0.5, 0
706, 719, 3860, 0.414372, 0.5, 0.1, 0.3, 0.1, 0, 0
707, 720, 3860, 0.49151, 0, 0.2, 0.1, 0.5, 0.2, 0
708, 721, 3860, 0.524572, 0, 0.3, 0, 0.2, 0.4, 0.1
709, 722, 3860, 0.572474, 0.1, 0.1, 0, 0.3, 0, 0.5
710, 723, 3860, 0.463419, 0, 0, 0.3, 0.5, 0.2, 0
711, 724, 3860, 0.419361, 0, 0.5, 0.2, 0, 0.2, 0.1
712, 725, 3860, 0.538733, 0.4, 0.2, 0, 0.3, 0.1, 0
713, 726, 3860, 0.461082, 0, 0.3, 0.2, 0.3, 0.2, 0
714, 727, 3860, 0.414445, 0.1, 0.5, 0.2, 0, 0.2, 0
715, 728, 3860, 0.554435, 0.3, 0.2, 0, 0.3, 0, 0.2
716, 729, 3860, 0.452812, 0, 0.4, 0.4, 0, 0, 0.2
717, 730, 3860, 0.439317, 0.5, 0.4, 0.1, 0, 0, 0
718, 731, 3860, 0.514659, 0.3, 0.3, 0, 0, 0.2, 0.2
719, 732, 3860, 0.514072, 0.2, 0.2, 0, 0, 0.5, 0.1
720, 733, 3860, 0.564513, 0.1, 0, 0, 0.2, 0.2, 0.5
721, 734, 3860, 0.4492, 0.3, 0.1, 0.2, 0.4, 0, 0
722, 735, 3860, 0.526159, 0.1, 0, 0.1, 0.6, 0, 0.2
723, 736, 3860, 0.559906, 0.2, 0, 0, 0, 0.3, 0.5
724, 737, 3860, 0.655053, 0.6, 0, 0, 0.3, 0, 0.1
725, 738, 3860, 0.492715, 0.1, 0.7, 0, 0.1, 0, 0.1
726, 739, 3860, 0.51757, 0.1, 0.5, 0, 0.2, 0, 0.2
727, 740, 3860, 0.483606, 0, 0, 0.2, 0.4, 0, 0.4
728, 741, 3860, 0.474777, 0.1, 0, 0.4, 0.2, 0, 0.3
729, 742, 3860, 0.471725, 0.1, 0, 0.6, 0.1, 0.2, 0
730, 743, 3860, 0.498292, 0, 0.1, 0.2, 0.5, 0, 0.2
731, 744, 3860, 0.575898, 0, 0.1, 0, 0.3, 0.3, 0.3
732, 745, 3860, 0.585135, 0, 0.1, 0, 0.3, 0, 0.6
733, 746, 3860, 0.588359, 0, 0.2, 0, 0.7, 0, 0.1
734, 747, 3860, 0.514956, 0.5, 0, 0.1, 0, 0.4, 0
735, 748, 3860, 0.559343, 0.2, 0, 0, 0, 0.4, 0.4
736, 749, 3860, 0.515309, 0.4, 0, 0.1, 0.3, 0, 0.2
737, 750, 3860, 0.451541, 0, 0.7, 0.2, 0.1, 0, 0
738, 751, 3860, 0.575684, 0.2, 0, 0, 0.7, 0, 0.1
739, 752, 3860, 0.435144, 0, 0.2, 0.7, 0.1, 0, 0
740, 753, 3860, 0.626875, 0.9, 0.1, 0, 0, 0, 0
741, 754, 3860, 0.531768, 0, 0.5, 0, 0.5, 0, 0
742, 755, 3860, 0.457967, 0, 0.2, 0.6, 0.1, 0.1, 0
743, 756, 3860, 0.499624, 0, 0, 0.1, 0.5, 0.4, 0
744, 757, 3860, 0.443583, 0, 0, 0.5, 0.3, 0.2, 0
745, 758, 3860, 0.428337, 0.4, 0.2, 0.1, 0, 0, 0.3
746, 759, 3860, 0.525893, 0.2, 0, 0.1, 0.7, 0, 0
747, 760, 3860, 0.465169, 0, 0.2, 0, 0, 0.4, 0.4
748, 761, 3860, 0.465032, 0, 0.1, 0.2, 0, 0.2, 0.5
749, 762, 3860, 0.560885, 0, 0.3, 0, 0.3, 0.3, 0.1
750, 763, 3860, 0.44498, 0.1, 0, 0.4, 0, 0.3, 0.2
751, 764, 3860, 0.522859, 0.5, 0.2, 0, 0, 0.3, 0
752, 765, 3860, 0.440072, 0, 0.1, 0.4, 0, 0.4, 0.1
753, 766, 3860, 0.508157, 0.2, 0.5, 0, 0, 0.1, 0.2
754, 767, 3860, 0.473478, 0, 0, 0.3, 0.4, 0.1, 0.2
755, 768, 3860, 0.507174, 0.2, 0.6, 0, 0, 0.1, 0.1
756, 770, 3860, 0.489413, 0.1, 0.2, 0, 0, 0.7, 0
757, 771, 3860, 0.549011, 0, 0.3, 0, 0.4, 0.1, 0.2
758, 772, 3860, 0.607262, 0.4, 0, 0, 0.2, 0.1, 0.3
759, 773, 3860, 0.475618, 0, 0.3, 0.2, 0.4, 0, 0.1
760, 774, 3860, 0.553667, 0.4, 0.1, 0, 0.2, 0.3, 0
761, 775, 3860, 0.475971, 0, 0.6, 0.1, 0.3, 0, 0
762, 776, 3860, 0.440648, 0, 0.7, 0, 0, 0, 0.3
763, 777, 3860, 0.491901, 0.1, 0, 0.1, 0, 0.8, 0
764, 778, 3860, 0.443517, 0.1, 0, 0.1, 0, 0.5, 0.3
765, 779, 3860, 0.44499, 0.1, 0, 0.2, 0, 0, 0.7
766, 780, 3860, 0.442666, 0.1, 0, 0.3, 0, 0.4, 0.2
767, 781, 3860, 0.557838, 0, 0.1, 0, 0.6, 0.2, 0.1
768, 782, 3860, 0.450718, 0.1, 0, 0.7, 0.1, 0.1, 0
769, 783, 3860, 0.477839, 0.7, 0, 0.2, 0, 0.1, 0
770, 784, 3860, 0.499285, 0.1, 0.6, 0, 0.2, 0.1, 0
771, 785, 3860, 0.459994, 0, 0.4, 0.2, 0.3, 0, 0.1
772, 786, 3860, 0.461819, 0, 0.6, 0.4, 0, 0, 0
773, 787, 3860, 0.46663, 0.1, 0.1, 0.3, 0, 0.5, 0
774, 788, 3860, 0.429529, 0.3, 0, 0.5, 0, 0, 0.2
775, 789, 3860, 0.496622, 0.6, 0, 0.1, 0.2, 0.1, 0
776, 790, 3860, 0.563109, 0.5, 0.2, 0, 0.1, 0, 0.2
777, 791, 3860, 0.605721, 0.3, 0, 0, 0.2, 0.1, 0.4
778, 792, 3860, 0.519269, 0.1, 0.2, 0, 0.1, 0.6, 0
779, 793, 3860, 0.451608, 0.3, 0, 0.7, 0, 0, 0
780, 794, 3860, 0.459516, 0, 0.9, 0, 0, 0.1, 0
781, 795, 3860, 0.437497, 0, 0.3, 0.2, 0, 0.2, 0.3
782, 796, 3860, 0.496798, 0, 0.5, 0, 0.1, 0.1, 0.3
783, 797, 3860, 0.465336, 0.1, 0, 0.1, 0, 0.7, 0.1
784, 798, 3860, 0.44318, 0, 0.1, 0.5, 0.3, 0, 0.1
785, 799, 3860, 0.424648, 0.4, 0.3, 0.2, 0, 0.1, 0
786, 800, 3860, 0.658492, 0.5, 0, 0, 0, 0, 0.5
787, 801, 3860, 0.476965, 0, 0.3, 0, 0.1, 0, 0.6
788, 802, 3860, 0.563083, 0, 0.3, 0, 0.6, 0, 0.1
789, 803, 3860, 0.616225, 0.3, 0, 0, 0.1, 0.2, 0.4
790, 804, 3860, 0.544046, 0.5, 0.1, 0, 0, 0.4, 0
791, 805, 3860, 0.471105, 0, 0.1, 0.3, 0, 0.2, 0.4
792, 806, 3860, 0.537027, 0.2, 0.1, 0, 0, 0.7, 0
793, 807, 3860, 0.645582, 0, 0, 0, 0.6, 0, 0.4
794, 808, 3860, 0.60229, 0.4, 0.1, 0, 0.3, 0, 0.2
795, 809, 3860, 0.50235, 0.1, 0, 0.1, 0.2, 0.6, 0
796, 810, 3860, 0.435127, 0.3, 0, 0.5, 0.1, 0, 0.1
797, 811, 3860, 0.416126, 0.3, 0.3, 0.1, 0, 0, 0.3
798, 812, 3860, 0.495166, 0.6, 0.1, 0.1, 0.2, 0, 0
799, 813, 3860, 0.430884, 0.3, 0, 0.4, 0, 0, 0.3
800, 814, 3860, 0.478534, 0, 0.5, 0.1, 0.2, 0.2, 0
801, 815, 3860, 0.481236, 0, 0.1, 0.1, 0, 0.3, 0.5
802, 816, 3860, 0.553344, 0.3, 0.2, 0, 0.4, 0.1, 0
803, 817, 3860, 0.527073, 0, 0.5, 0, 0.1, 0.4, 0
804, 818, 3860, 0.602558, 0, 0, 0, 0.4, 0, 0.6
805, 819, 3860, 0.465192, 0.3, 0, 0.2, 0.1, 0, 0.4
806, 820, 3860, 0.510315, 0.3, 0.4, 0, 0, 0.1, 0.2
807, 821, 3860, 0.417569, 0.1, 0.7, 0.1, 0, 0, 0.1
808, 822, 3860, 0.424185, 0.1, 0.3, 0.5, 0, 0, 0.1
809, 823, 3860, 0.599569, 0.3, 0, 0, 0, 0.2, 0.5
810, 824, 3860, 0.425017, 0.1, 0.5, 0.2, 0, 0, 0.2
811, 825, 3860, 0.515439, 0, 0.1, 0, 0.1, 0.8, 0
812, 826, 3860, 0.43755, 0, 0, 0.3, 0, 0.5, 0.2
813, 827, 3860, 0.423165, 0.3, 0.5, 0.1, 0, 0, 0.1
814, 828, 3860, 0.47094, 0, 0.3, 0.3, 0.2, 0, 0.2
815, 829, 3860, 0.45279, 0, 0, 0.6, 0.1, 0.2, 0.1
816, 830, 3860, 0.460623, 0.4, 0, 0.3, 0.3, 0, 0
817, 831, 3860, 0.499994, 0, 0.4, 0, 0.2, 0, 0.4
818, 832, 3860, 0.618561, 0.4, 0.1, 0, 0.2, 0, 0.3
819, 834, 3860, 0.457158, 0, 0.5, 0.1, 0.1, 0.3, 0
820, 835, 3860, 0.472864, 0, 0.4, 0.1, 0.2, 0.3, 0
821, 836, 3860, 0.458821, 0.1, 0.3, 0, 0, 0.1, 0.5
822, 837, 3860, 0.447056, 0, 0.1, 0.6, 0.1, 0.2, 0
823, 838, 3860, 0.558452, 0, 0, 0, 0.5, 0.5, 0
824, 839, 3860, 0.461207, 0, 0.1, 0.3, 0.1, 0, 0.5
825, 840, 3860, 0.452186, 0.5, 0, 0.2, 0.3, 0, 0
826, 841, 3860, 0.626505, 0.8, 0, 0, 0.1, 0.1, 0
827, 842, 3860, 0.442819, 0, 0.3, 0, 0, 0, 0.7
828, 843, 3860, 0.428743, 0, 0.4, 0.1, 0, 0.1, 0.4
829, 844, 3860, 0.433792, 0.1, 0.4, 0.4, 0, 0, 0.1
830, 845, 3860, 0.41343, 0.3, 0.4, 0.2, 0, 0.1, 0
831, 846, 3860, 0.454792, 0, 0.3, 0.2, 0.3, 0, 0.2
832, 847, 3860, 0.431056, 0.3, 0, 0.5, 0.1, 0.1, 0
833, 848, 3860, 0.439772, 0.1, 0, 0.4, 0, 0, 0.5
834, 849, 3860, 0.467456, 0.3, 0.1, 0.1, 0, 0.5, 0
835, 850, 3860, 0.403529, 0.4, 0.2, 0.3, 0, 0.1, 0
836, 851, 3860, 0.520423, 0.5, 0.3, 0, 0.1, 0, 0.1
837, 852, 3860, 0.510844, 0.1, 0.5, 0, 0.4, 0, 0
838, 853, 3860, 0.506587, 0.2, 0.5, 0, 0.2, 0, 0.1
839, 854, 3860, 0.45739, 0, 0.4, 0.2, 0.3, 0.1, 0
840, 855, 3860, 0.473129, 0, 0.3, 0.1, 0.3, 0, 0.3
841, 856, 3860, 0.626348, 0.5, 0, 0, 0.4, 0, 0.1
842, 857, 3860, 0.460045, 0, 0.1, 0.5, 0.2, 0, 0.2
843, 858, 3860, 0.490217, 0, 0.3, 0.1, 0.3, 0.3, 0
844, 859, 3860, 0.56569, 0.6, 0.1, 0, 0, 0.1, 0.2
845, 860, 3860, 0.554999, 0, 0.4, 0, 0.4, 0.2, 0
846, 861, 3860, 0.485942, 0, 0.1, 0, 0.1, 0.7, 0.1
847, 862, 3860, 0.454864, 0, 0.1, 0.5, 0.2, 0.2, 0
848, 863, 3860, 0.588804, 0, 0, 0, 0.9, 0.1, 0
849, 864, 3860, 0.607456, 0.1, 0, 0, 0.3, 0.3, 0.3
850, 865, 3860, 0.472133, 0, 0.2, 0.2, 0.1, 0.5, 0
851, 866, 3860, 0.633212, 0.5, 0, 0, 0, 0.1, 0.4
852, 867, 3860, 0.653532, 0, 0, 0, 0.5, 0, 0.5
853, 868, 3860, 0.51004, 0.7, 0, 0.1, 0, 0.1, 0.1
854, 869, 3860, 0.460492, 0.1, 0, 0.4, 0, 0.2, 0.3
855, 870, 3860, 0.436794, 0, 0.3, 0.3, 0, 0.2, 0.2
856, 871, 3860, 0.440583, 0, 0.1, 0.5, 0.1, 0, 0.3
857, 872, 3860, 0.526478, 0.1, 0.5, 0, 0.3, 0, 0.1
858, 873, 3860, 0.444885, 0, 0.3, 0.6, 0, 0.1, 0
859, 874, 3860, 0.432742, 0.2, 0.7, 0.1, 0, 0, 0
860, 875, 3860, 0.461701, 0, 0.4, 0, 0, 0.4, 0.2
861, 876, 3860, 0.596454, 0.2, 0, 0, 0.3, 0.2, 0.3
862, 877, 3860, 0.402277, 0.3, 0.3, 0.2, 0, 0, 0.2
863, 878, 3860, 0.452625, 0.4, 0, 0.4, 0, 0.2, 0
864, 879, 3860, 0.508493, 0.1, 0.7, 0, 0.1, 0.1, 0
865, 880, 3860, 0.588524, 0.6, 0, 0, 0, 0.3, 0.1
866, 881, 3860, 0.464585, 0.1, 0.2, 0.2, 0.5, 0, 0
867, 882, 3860, 0.48828, 0, 0, 0.2, 0.5, 0, 0.3
868, 883, 3860, 0.443387, 0, 0, 0.4, 0.2, 0.4, 0
869, 884, 3860, 0.439879, 0.2, 0.1, 0.5, 0, 0.2, 0
870, 885, 3860, 0.52106, 0, 0.3, 0, 0.1, 0.4, 0.2
871, 886, 3860, 0.476905, 0, 0.4, 0.3, 0.1, 0, 0.2
872, 887, 3860, 0.488694, 0.3, 0, 0.1, 0, 0.5, 0.1
873, 888, 3860, 0.519314, 0, 0.2, 0, 0.1, 0.6, 0.1
874, 889, 3860, 0.486677, 0.5, 0, 0.2, 0.2, 0.1, 0
875, 890, 3860, 0.620026, 0.1, 0, 0, 0.4, 0.2, 0.3
876, 891, 3860, 0.522011, 0.3, 0.2, 0, 0.1, 0.4, 0
877, 892, 3860, 0.451631, 0.2, 0.6, 0.1, 0.1, 0, 0
878, 893, 3860, 0.62928, 0.3, 0, 0, 0.5, 0.1, 0.1
879, 894, 3860, 0.53745, 0.1, 0.3, 0, 0.2, 0.4, 0
880, 895, 3860, 0.483842, 0, 0.3, 0.1, 0.1, 0.5, 0
881, 896, 3860, 0.51578, 0, 0, 0.1, 0, 0.1, 0.8
882, 898, 3860, 0.523883, 0.5, 0, 0.1, 0.3, 0, 0.1
883, 899, 3860, 0.575484, 0.3, 0, 0, 0.1, 0, 0.6
884, 900, 3860, 0.459548, 0.4, 0, 0.3, 0.2, 0.1, 0
885, 901, 3860, 0.451294, 0.2, 0, 0.4, 0.4, 0, 0
886, 902, 3860, 0.590828, 0.6, 0.1, 0, 0.3, 0, 0
887, 903, 3860, 0.448102, 0, 0.1, 0.3, 0.3, 0.3, 0
888, 904, 3860, 0.436585, 0, 0.1, 0.4, 0.4, 0.1, 0
889, 905, 3860, 0.520327, 0.4, 0.3, 0, 0.3, 0, 0
890, 906, 3860, 0.434803, 0.2, 0.1, 0.4, 0, 0.3, 0
891, 907, 3860, 0.458638, 0, 0.2, 0.3, 0.5, 0, 0
892, 908, 3860, 0.449113, 0.2, 0, 0.5, 0.1, 0, 0.2
893, 909, 3860, 0.433828, 0, 0.3, 0.1, 0, 0.1, 0.5
894, 910, 3860, 0.447937, 0, 0.2, 0.2, 0, 0.1, 0.5
895, 911, 3860, 0.44561, 0, 0.3, 0.3, 0.3, 0.1, 0
896, 912, 3860, 0.536079, 0.4, 0, 0, 0, 0.5, 0.1
897, 913, 3860, 0.488883, 0, 0.4, 0, 0.1, 0.5, 0
898, 914, 3860, 0.601565, 0.1, 0, 0, 0.3, 0.1, 0.5
899, 915, 3860, 0.571166, 0, 0.1, 0, 0.5, 0.1, 0.3
900, 916, 3860, 0.466153, 0, 0.5, 0, 0.1, 0, 0.4
901, 917, 3860, 0.401418, 0.3, 0.2, 0.4, 0.1, 0, 0
902, 918, 3860, 0.543225, 0.2, 0.1, 0, 0.3, 0.4, 0
903, 919, 3860, 0.577676, 0.2, 0, 0, 0.2, 0.3, 0.3
904, 920, 3860, 0.480218, 0.4, 0, 0.1, 0, 0.4, 0.1
905, 921, 3860, 0.508939, 0.2, 0.1, 0, 0, 0.1, 0.6
906, 922, 3860, 0.49069, 0, 0.2, 0.1, 0.4, 0, 0.3
907, 923, 3860, 0.470547, 0, 0.1, 0.2, 0.3, 0, 0.4
908, 924, 3860, 0.529806, 0.1, 0.1, 0, 0.2, 0.6, 0
909, 925, 3860, 0.420847, 0.1, 0.3, 0.3, 0, 0.3, 0
910, 926, 3860, 0.491152, 0.2, 0.3, 0, 0, 0, 0.5
911, 927, 3860, 0.429846, 0, 0.3, 0.3, 0, 0.4, 0
912, 928, 3860, 0.576171, 0.4, 0, 0, 0.1, 0.4, 0.1
913, 929, 3860, 0.482386, 0.3, 0, 0.2, 0.3, 0.2, 0
914, 930, 3860, 0.432814, 0.2, 0, 0.4, 0, 0, 0.4
915, 931, 3860, 0.484752, 0.2, 0, 0.5, 0, 0.3, 0
916, 932, 3860, 0.507234, 0, 0.1, 0.1, 0.8, 0, 0
917, 933, 3860, 0.49311, 0, 0, 0.2, 0.7, 0, 0.1
918, 934, 3860, 0.469238, 0.4, 0.1, 0.1, 0, 0.4, 0
919, 935, 3860, 0.41718, 0.3, 0.3, 0.2, 0.2, 0, 0
920, 936, 3860, 0.489003, 0, 0.9, 0, 0.1, 0, 0
921, 937, 3860, 0.50849, 0.2, 0.6, 0, 0.1, 0.1, 0
922, 938, 3860, 0.598079, 0.3, 0, 0, 0, 0.1, 0.6
923, 939, 3860, 0.432998, 0, 0.4, 0.4, 0, 0.2, 0
924, 940, 3860, 0.485543, 0.1, 0.6, 0, 0, 0.1, 0.2
925, 941, 3860, 0.443013, 0, 0.2, 0.1, 0, 0.7, 0
926, 942, 3860, 0.40438, 0.3, 0.5, 0.2, 0, 0, 0
927, 943, 3860, 0.423623, 0.2, 0.1, 0.5, 0.2, 0, 0
928, 944, 3860, 0.417527, 0.6, 0.1, 0.3, 0, 0, 0
929, 945, 3860, 0.449881, 0.1, 0, 0.6, 0.2, 0.1, 0
930, 946, 3860, 0.516884, 0.4, 0.3, 0, 0.1, 0.2, 0
931, 947, 3860, 0.473574, 0.1, 0, 0.3, 0.2, 0, 0.4
932, 948, 3860, 0.489756, 0, 0, 0.3, 0, 0.3, 0.4
933, 949, 3860, 0.472715, 0, 0.3, 0.2, 0.4, 0.1, 0
934, 950, 3860, 0.439203, 0, 0.2, 0.5, 0.3, 0, 0
935, 951, 3860, 0.458742, 0.1, 0.3, 0.1, 0, 0.5, 0
936, 952, 3860, 0.570472, 0, 0, 0, 0.6, 0.4, 0
937, 953, 3860, 0.44826, 0.6, 0.3, 0.1, 0, 0, 0
938, 954, 3860, 0.491328, 0, 0, 0.2, 0.6, 0.1, 0.1
939, 955, 3860, 0.475612, 0, 0.1, 0, 0, 0.1, 0.8
940, 956, 3860, 0.614405, 0.4, 0.1, 0, 0.4, 0, 0.1
941, 957, 3860, 0.496594, 0.6, 0, 0.1, 0, 0.2, 0.1
942, 958, 3860, 0.474713, 0, 0.1, 0.3, 0.4, 0, 0.2
943, 959, 3860, 0.477134, 0, 0.3, 0.1, 0.1, 0, 0.5
944, 960, 3860, 0.49775, 0, 0, 0.1, 0.2, 0.2, 0.5
945, 962, 3860, 0.494628, 0.2, 0.2, 0, 0, 0.1, 0.5
946, 963, 3860, 0.479899, 0.1, 0, 0.3, 0.4, 0, 0.2
947, 964, 3860, 0.432261, 0.1, 0, 0.6, 0, 0, 0.3
948, 965, 3860, 0.444223, 0, 0, 0.5, 0, 0.2, 0.3
949, 966, 3860, 0.429318, 0, 0.1, 0.3, 0, 0.4, 0.2
950, 967, 3860, 0.415004, 0.2, 0.2, 0.5, 0, 0, 0.1
951, 968, 3860, 0.514609, 0.2, 0.4, 0, 0.3, 0, 0.1
952, 969, 3860, 0.442809, 0.6, 0.2, 0.1, 0.1, 0, 0
953, 970, 3860, 0.451872, 0, 0, 0.4, 0.1, 0.3, 0.2
954, 971, 3860, 0.454359, 0, 0, 0.3, 0, 0.4, 0.3
955, 972, 3860, 0.444405, 0.3, 0.4, 0.1, 0, 0.2, 0
956, 973, 3860, 0.42325, 0, 0.8, 0.1, 0, 0.1, 0
957, 974, 3860, 0.451389, 0.3, 0, 0.3, 0.3, 0, 0.1
958, 975, 3860, 0.504807, 0.2, 0, 0.1, 0.3, 0, 0.4
959, 976, 3860, 0.457722, 0.1, 0.4, 0, 0, 0.1, 0.4
960, 977, 3860, 0.503119, 0.3, 0.3, 0, 0, 0.1, 0.3
961, 978, 3860, 0.533782, 0, 0.3, 0, 0.5, 0, 0.2
962, 979, 3860, 0.477561, 0.1, 0, 0.6, 0, 0.3, 0
963, 980, 3860, 0.421161, 0.4, 0.1, 0.2, 0, 0, 0.3
964, 981, 3860, 0.556309, 0.5, 0, 0, 0, 0.4, 0.1
965, 982, 3860, 0.452965, 0.1, 0, 0.5, 0.3, 0, 0.1
966, 983, 3860, 0.447321, 0, 0.1, 0.5, 0.4, 0, 0
967, 984, 3860, 0.485055, 0, 0, 0.1, 0.2, 0.1, 0.6
968, 985, 3860, 0.42462, 0, 0.3, 0.4, 0, 0.3, 0
969, 986, 3860, 0.472238, 0.1, 0, 0.4, 0.1, 0.4, 0
970, 987, 3860, 0.538866, 0, 0.2, 0, 0.3, 0.1, 0.4
971, 988, 3860, 0.528162, 0.1, 0.2, 0, 0.2, 0.5, 0
972, 989, 3860, 0.499917, 0.1, 0.3, 0, 0.1, 0, 0.5
973, 990, 3860, 0.427407, 0.4, 0, 0.4, 0, 0, 0.2
974, 991, 3860, 0.475198, 0, 0.1, 0, 0, 0.2, 0.7
975, 992, 3860, 0.458818, 0, 0, 0.5, 0.3, 0.1, 0.1
976, 993, 3860, 0.594055, 0.2, 0, 0, 0.1, 0.1, 0.6
977, 994, 3860, 0.496474, 0.2, 0, 0.2, 0.5, 0.1, 0
978, 995, 3860, 0.576385, 0.3, 0, 0, 0.1, 0.6, 0
979, 996, 3860, 0.576866, 0, 0, 0, 0.4, 0.5, 0.1
980, 997, 3860, 0.44956, 0.4, 0, 0.4, 0.1, 0.1, 0
981, 998, 3860, 0.417725, 0.2, 0.5, 0.2, 0, 0.1, 0
982, 999, 3860, 0.464733, 0.1, 0.3, 0, 0, 0, 0.6
983, 1000, 3860, 0.525274, 0.5, 0, 0, 0, 0.5, 0
984, 1001, 3860, 0.477823, 0, 0.1, 0.3, 0.5, 0, 0.1
985, 1002, 3860, 0.638513, 0.1, 0, 0, 0.4, 0, 0.5
986, 1003, 3860, 0.444985, 0, 0, 0.3, 0.2, 0.4, 0.1
987, 1004, 3860, 0.495268, 0.1, 0.2, 0, 0, 0.1, 0.6
988, 1005, 3860, 0.538934, 0.2, 0.3, 0, 0.4, 0.1, 0
989, 1006, 3860, 0.426142, 0.2, 0.1, 0.7, 0, 0, 0
990, 1007, 3860, 0.453417, 0, 0, 0.6, 0.4, 0, 0
991, 1008, 3860, 0.578011, 0.6, 0.1, 0, 0.2, 0.1, 0
992, 1009, 3860, 0.507517, 0.2, 0, 0.1, 0, 0.7, 0
993, 1010, 3860, 0.487422, 0.1, 0.7, 0, 0, 0.1, 0.1
994, 1011, 3860, 0.4459, 0, 0, 0.5, 0.4, 0.1, 0
995, 1012, 3860, 0.557255, 0, 0.3, 0, 0.5, 0.1, 0.1
996, 1013, 3860, 0.586313, 0.5, 0, 0, 0, 0.3, 0.2
997, 1014, 3860, 0.470903, 0, 0.4, 0.1, 0.2, 0, 0.3
998, 1015, 3860, 0.55324, 0.1, 0.4, 0, 0.3, 0.2, 0
999, 1016, 3860, 0.619405, 0.7, 0.1, 0, 0.2, 0, 0
1000, 1017, 3860, 0.51079, 0.6, 0.4, 0, 0, 0, 0
1001, 1018, 3860, 0.574934, 0.1, 0.1, 0, 0.7, 0.1, 0
1002, 1019, 3860, 0.472326, 0, 0.3, 0.1, 0.2, 0, 0.4
1003, 1020, 3860, 0.511286, 0.2, 0, 0.1, 0.1, 0.6, 0
1004, 1021, 3860, 0.496866, 0.1, 0, 0.2, 0, 0.7, 0
1005, 1022, 3860, 0.552794, 0.5, 0.2, 0, 0, 0.1, 0.2
1006, 1023, 3860, 0.517716, 0, 0, 0.1, 0.4, 0.4, 0.1
1007, 1024, 3860, 0.44317, 0, 0, 0.3, 0, 0.7, 0
1008, 1026, 3860, 0.46611, 0, 0.5, 0.2, 0.3, 0, 0
1009, 1027, 3860, 0.454209, 0.3, 0.3, 0.1, 0, 0.3, 0
1010, 1028, 3860, 0.412696, 0.1, 0.2, 0.1, 0, 0, 0.6
1011, 1029, 3860, 0.403989, 0.4, 0.2, 0.3, 0, 0, 0.1
1012, 1030, 3860, 0.447636, 0.5, 0, 0.5, 0, 0, 0
1013, 1031, 3860, 0.615082, 0.4, 0, 0, 0.5, 0.1, 0
1014, 1032, 3860, 0.413499, 0.1, 0.1, 0.1, 0, 0, 0.7
1015, 1033, 3860, 0.431318, 0.4, 0.1, 0.2, 0, 0.3, 0
1016, 1034, 3860, 0.427104, 0.5, 0, 0.3, 0.2, 0, 0
1017, 1035, 3860, 0.442671, 0.3, 0, 0.3, 0.2, 0, 0.2
1018, 1036, 3860, 0.442377, 0, 0.1, 0.6, 0.2, 0.1, 0
1019, 1037, 3860, 0.523224, 0, 0.2, 0, 0.3, 0.4, 0.1
1020, 1038, 3860, 0.406552, 0.2, 0.5, 0.2, 0, 0, 0.1
1021, 1039, 3860, 0.500041, 0, 0.6, 0, 0.2, 0.1, 0.1
1022, 1040, 3860, 0.440573, 0, 0.3, 0.3, 0, 0, 0.4
1023, 1041, 3860, 0.457589, 0.1, 0.2, 0, 0, 0.2, 0.5
1024, 1042, 3860, 0.464027, 0, 0.1, 0.2, 0.3, 0.4, 0
1025, 1043, 3860, 0.487479, 0, 0, 0.1, 0.4, 0, 0.5
1026, 1044, 3860, 0.436989, 0, 0, 0.5, 0, 0.5, 0
1027, 1045, 3860, 0.553754, 0, 0.1, 0, 0.4, 0.4, 0.1
1028, 1046, 3860, 0.575787, 0.1, 0, 0, 0.6, 0.2, 0.1
1029, 1047, 3860, 0.496163, 0, 0.1, 0, 0.1, 0.1, 0.7
1030, 1048, 3860, 0.415925, 0, 0.1, 0.4, 0, 0, 0.5
1031, 1049, 3860, 0.475971, 0.1, 0, 0.1, 0, 0.4, 0.4
1032, 1050, 3860, 0.443407, 0, 0.3, 0.3, 0.1, 0.3, 0
1033, 1051, 3860, 0.513554, 0.6, 0.3, 0, 0, 0.1, 0
1034, 1052, 3860, 0.536371, 0.1, 0.2, 0, 0.4, 0.3, 0
1035, 1053, 3860, 0.40884, 0.3, 0.1, 0.5, 0, 0.1, 0
1036, 1054, 3860, 0.484766, 0.1, 0, 0.1, 0.5, 0.3, 0
1037, 1055, 3860, 0.530972, 0.7, 0, 0.1, 0.2, 0, 0
1038, 1056, 3860, 0.604322, 0.5, 0, 0, 0.2, 0.2, 0.1
