, sample_no, plate_id, Eta.V_ave, Sn.PM.Loading, Sb.PM.Loading, Co.PM.Loading, Ca.PM.Loading, Ni.PM.Loading, Mn.PM.Loading
695, 708, 4098, 0.556785, 0.3, 0.6, 0, 0.1, 0, 0
696, 709, 4098, 0.467598, 0.1, 0, 0.4, 0.4, 0, 0.1
697, 710, 4098, 0.50559, 0, 0.4, 0, 0.1, 0.4, 0.1
698, 711, 4098, 0.514502, 0, 0.4, 0.1, 0.3, 0.2, 0
699, 712, 4098, 0.536389, 0.6, 0.1, 0, 0, 0.3, 0
700, 713, 4098, 0.438269, 0, 0.1, 0, 0, 0.8, 0.1
701, 714, 4098, 0.576711, 0, 0.2, 0, 0.5, 0.3, 0
702, 715, 4098, 0.490584, 0.3, 0.3, 0, 0, 0.4, 0
703, 716, 4098, 0.454418, 0, 0, 0.1, 0, 0, 0.9
704, 717, 4098, 0.565188, 0, 0.3, 0, 0.5, 0.2, 0
705, 718, 4098, 0.467704, 0.2, 0.2, 0, 0.1, 0.5, 0
706, 719, 4098, 0.452596, 0.5, 0.1, 0.3, 0.1, 0, 0
707, 720, 4098, 0.509403, 0, 0.2, 0.1, 0.5, 0.2, 0
708, 721, 4098, 0.520459, 0, 0.3, 0, 0.2, 0.4, 0.1
709, 722, 4098, 0.522425, 0.1, 0.1, 0, 0.3, 0, 0.5
710, 723, 4098, 0.44834, 0, 0, 0.3, 0.5, 0.2, 0
711, 724, 4098, 0.459522, 0, 0.5, 0.2, 0, 0.2, 0.1
712, 725, 4098, 0.500232, 0.4, 0.2, 0, 0.3, 0.1, 0
713, 726, 4098, 0.470949, 0, 0.3, 0.2, 0.3, 0.2, 0
714, 727, 4098, 0.46256, 0.1, 0.5, 0.2, 0, 0.2, 0
715, 728, 4098, 0.496733, 0.3, 0.2, 0, 0.3, 0, 0.2
716, 729, 4098, 0.454952, 0, 0.4, 0.4, 0, 0, 0.2
717, 730, 4098, 0.521084, 0.5, 0.4, 0.1, 0, 0, 0
718, 731, 4098, 0.527311, 0.3, 0.3, 0, 0, 0.2, 0.2
719, 732, 4098, 0.468114, 0.2, 0.2, 0, 0, 0.5, 0.1
720, 733, 4098, 0.459803, 0.1, 0, 0, 0.2, 0.2, 0.5
721, 734, 4098, 0.461347, 0.3, 0.1, 0.2, 0.4, 0, 0
722, 735, 4098, 0.476952, 0.1, 0, 0.1, 0.6, 0, 0.2
723, 736, 4098, 0.486406, 0.2, 0, 0, 0, 0.3, 0.5
724, 737, 4098, 0.597196, 0.6, 0, 0, 0.3, 0, 0.1
725, 738, 4098, 0.603494, 0.1, 0.7, 0, 0.1, 0, 0.1
726, 739, 4098, 0.541405, 0.1, 0.5, 0, 0.2, 0, 0.2
727, 740, 4098, 0.478828, 0, 0, 0.2, 0.4, 0, 0.4
728, 741, 4098, 0.463234, 0.1, 0, 0.4, 0.2, 0, 0.3
729, 742, 4098, 0.431151, 0.1, 0, 0.6, 0.1, 0.2, 0
730, 743, 4098, 0.485195, 0, 0.1, 0.2, 0.5, 0, 0.2
731, 744, 4098, 0.538464, 0, 0.1, 0, 0.3, 0.3, 0.3
732, 745, 4098, 0.531878, 0, 0.1, 0, 0.3, 0, 0.6
733, 746, 4098, 0.500536, 0, 0.2, 0, 0.7, 0, 0.1
734, 747, 4098, 0.445716, 0.5, 0, 0.1, 0, 0.4, 0
735, 748, 4098, 0.437005, 0.2, 0, 0, 0, 0.4, 0.4
736, 749, 4098, 0.478563, 0.4, 0, 0.1, 0.3, 0, 0.2
737, 750, 4098, 0.500193, 0, 0.7, 0.2, 0.1, 0, 0
738, 751, 4098, 0.520714, 0.2, 0, 0, 0.7, 0, 0.1
739, 752, 4098, 0.483334, 0, 0.2, 0.7, 0.1, 0, 0
740, 753, 4098, 0.592546, 0.9, 0.1, 0, 0, 0, 0
741, 754, 4098, 0.549953, 0, 0.5, 0, 0.5, 0, 0
742, 755, 4098, 0.453352, 0, 0.2, 0.6, 0.1, 0.1, 0
743, 756, 4098, 0.436964, 0, 0, 0.1, 0.5, 0.4, 0
744, 757, 4098, 0.448135, 0, 0, 0.5, 0.3, 0.2, 0
745, 758, 4098, 0.487769, 0.4, 0.2, 0.1, 0, 0, 0.3
746, 759, 4098, 0.468922, 0.2, 0, 0.1, 0.7, 0, 0
747, 760, 4098, 0.457049, 0, 0.2, 0, 0, 0.4, 0.4
748, 761, 4098, 0.479644, 0, 0.1, 0.2, 0, 0.2, 0.5
749, 762, 4098, 0.504957, 0, 0.3, 0, 0.3, 0.3, 0.1
750, 763, 4098, 0.424012, 0.1, 0, 0.4, 0, 0.3, 0.2
751, 764, 4098, 0.513822, 0.5, 0.2, 0, 0, 0.3, 0
752, 765, 4098, 0.434154, 0, 0.1, 0.4, 0, 0.4, 0.1
753, 766, 4098, 0.528608, 0.2, 0.5, 0, 0, 0.1, 0.2
754, 767, 4098, 0.457349, 0, 0, 0.3, 0.4, 0.1, 0.2
755, 768, 4098, 0.587707, 0.2, 0.6, 0, 0, 0.1, 0.1
756, 770, 4098, 0.490852, 0.1, 0.2, 0, 0, 0.7, 0
757, 771, 4098, 0.58576, 0, 0.3, 0, 0.4, 0.1, 0.2
758, 772, 4098, 0.549631, 0.4, 0, 0, 0.2, 0.1, 0.3
759, 773, 4098, 0.48943, 0, 0.3, 0.2, 0.4, 0, 0.1
760, 774, 4098, 0.494349, 0.4, 0.1, 0, 0.2, 0.3, 0
761, 775, 4098, 0.49188, 0, 0.6, 0.1, 0.3, 0, 0
762, 776, 4098, 0.505228, 0, 0.7, 0, 0, 0, 0.3
763, 777, 4098, 0.408578, 0.1, 0, 0.1, 0, 0.8, 0
764, 778, 4098, 0.409148, 0.1, 0, 0.1, 0, 0.5, 0.3
765, 779, 4098, 0.464955, 0.1, 0, 0.2, 0, 0, 0.7
766, 780, 4098, 0.417817, 0.1, 0, 0.3, 0, 0.4, 0.2
767, 781, 4098, 0.50908, 0, 0.1, 0, 0.6, 0.2, 0.1
768, 782, 4098, 0.45024, 0.1, 0, 0.7, 0.1, 0.1, 0
769, 783, 4098, 0.462018, 0.7, 0, 0.2, 0, 0.1, 0
770, 784, 4098, 0.514219, 0.1, 0.6, 0, 0.2, 0.1, 0
771, 785, 4098, 0.502514, 0, 0.4, 0.2, 0.3, 0, 0.1
772, 786, 4098, 0.472787, 0, 0.6, 0.4, 0, 0, 0
773, 787, 4098, 0.411412, 0.1, 0.1, 0.3, 0, 0.5, 0
774, 788, 4098, 0.439253, 0.3, 0, 0.5, 0, 0, 0.2
775, 789, 4098, 0.478548, 0.6, 0, 0.1, 0.2, 0.1, 0
776, 790, 4098, 0.517159, 0.5, 0.2, 0, 0.1, 0, 0.2
777, 791, 4098, 0.507712, 0.3, 0, 0, 0.2, 0.1, 0.4
778, 792, 4098, 0.479999, 0.1, 0.2, 0, 0.1, 0.6, 0
779, 793, 4098, 0.439203, 0.3, 0, 0.7, 0, 0, 0
780, 794, 4098, 0.509632, 0, 0.9, 0, 0, 0.1, 0
781, 795, 4098, 0.457708, 0, 0.3, 0.2, 0, 0.2, 0.3
782, 796, 4098, 0.499291, 0, 0.5, 0, 0.1, 0.1, 0.3
783, 797, 4098, 0.408617, 0.1, 0, 0.1, 0, 0.7, 0.1
784, 798, 4098, 0.463754, 0, 0.1, 0.5, 0.3, 0, 0.1
785, 799, 4098, 0.470694, 0.4, 0.3, 0.2, 0, 0.1, 0
786, 800, 4098, 0.509016, 0.5, 0, 0, 0, 0, 0.5
787, 801, 4098, 0.545958, 0, 0.3, 0, 0.1, 0, 0.6
788, 802, 4098, 0.602445, 0, 0.3, 0, 0.6, 0, 0.1
789, 803, 4098, 0.510877, 0.3, 0, 0, 0.1, 0.2, 0.4
790, 804, 4098, 0.491351, 0.5, 0.1, 0, 0, 0.4, 0
791, 805, 4098, 0.466147, 0, 0.1, 0.3, 0, 0.2, 0.4
792, 806, 4098, 0.464832, 0.2, 0.1, 0, 0, 0.7, 0
793, 807, 4098, 0.554321, 0, 0, 0, 0.6, 0, 0.4
794, 808, 4098, 0.534818, 0.4, 0.1, 0, 0.3, 0, 0.2
795, 809, 4098, 0.408403, 0.1, 0, 0.1, 0.2, 0.6, 0
796, 810, 4098, 0.44501, 0.3, 0, 0.5, 0.1, 0, 0.1
797, 811, 4098, 0.496461, 0.3, 0.3, 0.1, 0, 0, 0.3
798, 812, 4098, 0.491515, 0.6, 0.1, 0.1, 0.2, 0, 0
799, 813, 4098, 0.446957, 0.3, 0, 0.4, 0, 0, 0.3
800, 814, 4098, 0.497446, 0, 0.5, 0.1, 0.2, 0.2, 0
801, 815, 4098, 0.498624, 0, 0.1, 0.1, 0, 0.3, 0.5
802, 816, 4098, 0.550004, 0.3, 0.2, 0, 0.4, 0.1, 0
803, 817, 4098, 0.518564, 0, 0.5, 0, 0.1, 0.4, 0
804, 818, 4098, 0.527806, 0, 0, 0, 0.4, 0, 0.6
805, 819, 4098, 0.460538, 0.3, 0, 0.2, 0.1, 0, 0.4
806, 820, 4098, 0.501062, 0.3, 0.4, 0, 0, 0.1, 0.2
807, 821, 4098, 0.485313, 0.1, 0.7, 0.1, 0, 0, 0.1
808, 822, 4098, 0.437782, 0.1, 0.3, 0.5, 0, 0, 0.1
809, 823, 4098, 0.483903, 0.3, 0, 0, 0, 0.2, 0.5
810, 824, 4098, 0.478513, 0.1, 0.5, 0.2, 0, 0, 0.2
811, 825, 4098, 0.450966, 0, 0.1, 0, 0.1, 0.8, 0
812, 826, 4098, 0.43898, 0, 0, 0.3, 0, 0.5, 0.2
813, 827, 4098, 0.512421, 0.3, 0.5, 0.1, 0, 0, 0.1
814, 828, 4098, 0.48859, 0, 0.3, 0.3, 0.2, 0, 0.2
815, 829, 4098, 0.445109, 0, 0, 0.6, 0.1, 0.2, 0.1
816, 830, 4098, 0.425578, 0.4, 0, 0.3, 0.3, 0, 0
817, 831, 4098, 0.549142, 0, 0.4, 0, 0.2, 0, 0.4
818, 832, 4098, 0.593065, 0.4, 0.1, 0, 0.2, 0, 0.3
819, 834, 4098, 0.493875, 0, 0.5, 0.1, 0.1, 0.3, 0
820, 835, 4098, 0.493093, 0, 0.4, 0.1, 0.2, 0.3, 0
821, 836, 4098, 0.493119, 0.1, 0.3, 0, 0, 0.1, 0.5
822, 837, 4098, 0.457105, 0, 0.1, 0.6, 0.1, 0.2, 0
823, 838, 4098, 0.481349, 0, 0, 0, 0.5, 0.5, 0
824, 839, 4098, 0.465032, 0, 0.1, 0.3, 0.1, 0, 0.5
825, 840, 4098, 0.453799, 0.5, 0, 0.2, 0.3, 0, 0
826, 841, 4098, 0.605721, 0.8, 0, 0, 0.1, 0.1, 0
827, 842, 4098, 0.516292, 0, 0.3, 0, 0, 0, 0.7
828, 843, 4098, 0.479855, 0, 0.4, 0.1, 0, 0.1, 0.4
829, 844, 4098, 0.454883, 0.1, 0.4, 0.4, 0, 0, 0.1
830, 845, 4098, 0.486441, 0.3, 0.4, 0.2, 0, 0.1, 0
831, 846, 4098, 0.473354, 0, 0.3, 0.2, 0.3, 0, 0.2
832, 847, 4098, 0.411908, 0.3, 0, 0.5, 0.1, 0.1, 0
833, 848, 4098, 0.461407, 0.1, 0, 0.4, 0, 0, 0.5
834, 849, 4098, 0.439237, 0.3, 0.1, 0.1, 0, 0.5, 0
835, 850, 4098, 0.459936, 0.4, 0.2, 0.3, 0, 0.1, 0
836, 851, 4098, 0.555124, 0.5, 0.3, 0, 0.1, 0, 0.1
837, 852, 4098, 0.605036, 0.1, 0.5, 0, 0.4, 0, 0
838, 853, 4098, 0.533317, 0.2, 0.5, 0, 0.2, 0, 0.1
839, 854, 4098, 0.500426, 0, 0.4, 0.2, 0.3, 0.1, 0
840, 855, 4098, 0.521598, 0, 0.3, 0.1, 0.3, 0, 0.3
841, 856, 4098, 0.536975, 0.5, 0, 0, 0.4, 0, 0.1
842, 857, 4098, 0.479499, 0, 0.1, 0.5, 0.2, 0, 0.2
843, 858, 4098, 0.4938, 0, 0.3, 0.1, 0.3, 0.3, 0
844, 859, 4098, 0.530307, 0.6, 0.1, 0, 0, 0.1, 0.2
845, 860, 4098, 0.544235, 0, 0.4, 0, 0.4, 0.2, 0
846, 861, 4098, 0.442644, 0, 0.1, 0, 0.1, 0.7, 0.1
847, 862, 4098, 0.461366, 0, 0.1, 0.5, 0.2, 0.2, 0
848, 863, 4098, 0.495938, 0, 0, 0, 0.9, 0.1, 0
849, 864, 4098, 0.495827, 0.1, 0, 0, 0.3, 0.3, 0.3
850, 865, 4098, 0.432921, 0, 0.2, 0.2, 0.1, 0.5, 0
851, 866, 4098, 0.535274, 0.5, 0, 0, 0, 0.1, 0.4
852, 867, 4098, 0.487533, 0, 0, 0, 0.5, 0, 0.5
853, 868, 4098, 0.465442, 0.7, 0, 0.1, 0, 0.1, 0.1
854, 869, 4098, 0.442102, 0.1, 0, 0.4, 0, 0.2, 0.3
855, 870, 4098, 0.423832, 0, 0.3, 0.3, 0, 0.2, 0.2
856, 871, 4098, 0.48935, 0, 0.1, 0.5, 0.1, 0, 0.3
857, 872, 4098, 0.546976, 0.1, 0.5, 0, 0.3, 0, 0.1
858, 873, 4098, 0.46726, 0, 0.3, 0.6, 0, 0.1, 0
859, 874, 4098, 0.521835, 0.2, 0.7, 0.1, 0, 0, 0
860, 875, 4098, 0.497092, 0, 0.4, 0, 0, 0.4, 0.2
861, 876, 4098, 0.521716, 0.2, 0, 0, 0.3, 0.2, 0.3
862, 877, 4098, 0.464539, 0.3, 0.3, 0.2, 0, 0, 0.2
863, 878, 4098, 0.420998, 0.4, 0, 0.4, 0, 0.2, 0
864, 879, 4098, 0.503825, 0.1, 0.7, 0, 0.1, 0.1, 0
865, 880, 4098, 0.487551, 0.6, 0, 0, 0, 0.3, 0.1
866, 881, 4098, 0.478992, 0.1, 0.2, 0.2, 0.5, 0, 0
867, 882, 4098, 0.478589, 0, 0, 0.2, 0.5, 0, 0.3
868, 883, 4098, 0.42749, 0, 0, 0.4, 0.2, 0.4, 0
869, 884, 4098, 0.414294, 0.2, 0.1, 0.5, 0, 0.2, 0
870, 885, 4098, 0.465576, 0, 0.3, 0, 0.1, 0.4, 0.2
871, 886, 4098, 0.454847, 0, 0.4, 0.3, 0.1, 0, 0.2
872, 887, 4098, 0.408781, 0.3, 0, 0.1, 0, 0.5, 0.1
873, 888, 4098, 0.445846, 0, 0.2, 0, 0.1, 0.6, 0.1
874, 889, 4098, 0.438084, 0.5, 0, 0.2, 0.2, 0.1, 0
875, 890, 4098, 0.490119, 0.1, 0, 0, 0.4, 0.2, 0.3
876, 891, 4098, 0.528977, 0.3, 0.2, 0, 0.1, 0.4, 0
877, 892, 4098, 0.53382, 0.2, 0.6, 0.1, 0.1, 0, 0
878, 893, 4098, 0.541431, 0.3, 0, 0, 0.5, 0.1, 0.1
879, 894, 4098, 0.505796, 0.1, 0.3, 0, 0.2, 0.4, 0
880, 895, 4098, 0.463504, 0, 0.3, 0.1, 0.1, 0.5, 0
881, 896, 4098, 0.473441, 0, 0, 0.1, 0, 0.1, 0.8
882, 898, 4098, 0.48639, 0.5, 0, 0.1, 0.3, 0, 0.1
883, 899, 4098, 0.475215, 0.3, 0, 0, 0.1, 0, 0.6
884, 900, 4098, 0.421684, 0.4, 0, 0.3, 0.2, 0.1, 0
885, 901, 4098, 0.449902, 0.2, 0, 0.4, 0.4, 0, 0
886, 902, 4098, 0.485658, 0.6, 0.1, 0, 0.3, 0, 0
887, 903, 4098, 0.456476, 0, 0.1, 0.3, 0.3, 0.3, 0
888, 904, 4098, 0.482912, 0, 0.1, 0.4, 0.4, 0.1, 0
889, 905, 4098, 0.541176, 0.4, 0.3, 0, 0.3, 0, 0
890, 906, 4098, 0.416917, 0.2, 0.1, 0.4, 0, 0.3, 0
891, 907, 4098, 0.475216, 0, 0.2, 0.3, 0.5, 0, 0
892, 908, 4098, 0.468264, 0.2, 0, 0.5, 0.1, 0, 0.2
893, 909, 4098, 0.484376, 0, 0.3, 0.1, 0, 0.1, 0.5
894, 910, 4098, 0.478597, 0, 0.2, 0.2, 0, 0.1, 0.5
895, 911, 4098, 0.489406, 0, 0.3, 0.3, 0.3, 0.1, 0
896, 912, 4098, 0.456586, 0.4, 0, 0, 0, 0.5, 0.1
897, 913, 4098, 0.497564, 0, 0.4, 0, 0.1, 0.5, 0
898, 914, 4098, 0.519543, 0.1, 0, 0, 0.3, 0.1, 0.5
899, 915, 4098, 0.510935, 0, 0.1, 0, 0.5, 0.1, 0.3
900, 916, 4098, 0.535658, 0, 0.5, 0, 0.1, 0, 0.4
901, 917, 4098, 0.462154, 0.3, 0.2, 0.4, 0.1, 0, 0
902, 918, 4098, 0.475478, 0.2, 0.1, 0, 0.3, 0.4, 0
903, 919, 4098, 0.489985, 0.2, 0, 0, 0.2, 0.3, 0.3
904, 920, 4098, 0.424937, 0.4, 0, 0.1, 0, 0.4, 0.1
905, 921, 4098, 0.502792, 0.2, 0.1, 0, 0, 0.1, 0.6
906, 922, 4098, 0.484411, 0, 0.2, 0.1, 0.4, 0, 0.3
907, 923, 4098, 0.49334, 0, 0.1, 0.2, 0.3, 0, 0.4
908, 924, 4098, 0.470327, 0.1, 0.1, 0, 0.2, 0.6, 0
909, 925, 4098, 0.449329, 0.1, 0.3, 0.3, 0, 0.3, 0
910, 926, 4098, 0.504704, 0.2, 0.3, 0, 0, 0, 0.5
911, 927, 4098, 0.447098, 0, 0.3, 0.3, 0, 0.4, 0
912, 928, 4098, 0.4509, 0.4, 0, 0, 0.1, 0.4, 0.1
913, 929, 4098, 0.424566, 0.3, 0, 0.2, 0.3, 0.2, 0
914, 930, 4098, 0.450213, 0.2, 0, 0.4, 0, 0, 0.4
915, 931, 4098, 0.417707, 0.2, 0, 0.5, 0, 0.3, 0
916, 932, 4098, 0.474442, 0, 0.1, 0.1, 0.8, 0, 0
917, 933, 4098, 0.445429, 0, 0, 0.2, 0.7, 0, 0.1
918, 934, 4098, 0.449981, 0.4, 0.1, 0.1, 0, 0.4, 0
919, 935, 4098, 0.48845, 0.3, 0.3, 0.2, 0.2, 0, 0
920, 936, 4098, 0.597589, 0, 0.9, 0, 0.1, 0, 0
921, 937, 4098, 0.53693, 0.2, 0.6, 0, 0.1, 0.1, 0
922, 938, 4098, 0.518823, 0.3, 0, 0, 0, 0.1, 0.6
923, 939, 4098, 0.463374, 0, 0.4, 0.4, 0, 0.2, 0
924, 940, 4098, 0.528314, 0.1, 0.6, 0, 0, 0.1, 0.2
925, 941, 4098, 0.439241, 0, 0.2, 0.1, 0, 0.7, 0
926, 942, 4098, 0.472404, 0.3, 0.5, 0.2, 0, 0, 0
927, 943, 4098, 0.454692, 0.2, 0.1, 0.5, 0.2, 0, 0
928, 944, 4098, 0.445884, 0.6, 0.1, 0.3, 0, 0, 0
929, 945, 4098, 0.437312, 0.1, 0, 0.6, 0.2, 0.1, 0
930, 946, 4098, 0.523359, 0.4, 0.3, 0, 0.1, 0.2, 0
931, 947, 4098, 0.472041, 0.1, 0, 0.3, 0.2, 0, 0.4
932, 948, 4098, 0.458434, 0, 0, 0.3, 0, 0.3, 0.4
933, 949, 4098, 0.4977, 0, 0.3, 0.2, 0.4, 0.1, 0
934, 950, 4098, 0.491294, 0, 0.2, 0.5, 0.3, 0, 0
935, 951, 4098, 0.448696, 0.1, 0.3, 0.1, 0, 0.5, 0
936, 952, 4098, 0.471992, 0, 0, 0, 0.6, 0.4, 0
937, 953, 4098, 0.503406, 0.6, 0.3, 0.1, 0, 0, 0
938, 954, 4098, 0.446402, 0, 0, 0.2, 0.6, 0.1, 0.1
939, 955, 4098, 0.501064, 0, 0.1, 0, 0, 0.1, 0.8
940, 956, 4098, 0.55525, 0.4, 0.1, 0, 0.4, 0, 0.1
941, 957, 4098, 0.467058, 0.6, 0, 0.1, 0, 0.2, 0.1
942, 958, 4098, 0.48812, 0, 0.1, 0.3, 0.4, 0, 0.2
943, 959, 4098, 0.490296, 0, 0.3, 0.1, 0.1, 0, 0.5
944, 960, 4098, 0.478054, 0, 0, 0.1, 0.2, 0.2, 0.5
945, 962, 4098, 0.512795, 0.2, 0.2, 0, 0, 0.1, 0.5
946, 963, 4098, 0.473196, 0.1, 0, 0.3, 0.4, 0, 0.2
947, 964, 4098, 0.451765, 0.1, 0, 0.6, 0, 0, 0.3
948, 965, 4098, 0.440588, 0, 0, 0.5, 0, 0.2, 0.3
949, 966, 4098, 0.436353, 0, 0.1, 0.3, 0, 0.4, 0.2
950, 967, 4098, 0.426181, 0.2, 0.2, 0.5, 0, 0, 0.1
951, 968, 4098, 0.525688, 0.2, 0.4, 0, 0.3, 0, 0.1
952, 969, 4098, 0.517212, 0.6, 0.2, 0.1, 0.1, 0, 0
953, 970, 4098, 0.46514, 0, 0, 0.4, 0.1, 0.3, 0.2
954, 971, 4098, 0.456818, 0, 0, 0.3, 0, 0.4, 0.3
955, 972, 4098, 0.494452, 0.3, 0.4, 0.1, 0, 0.2, 0
956, 973, 4098, 0.529201, 0, 0.8, 0.1, 0, 0.1, 0
957, 974, 4098, 0.471412, 0.3, 0, 0.3, 0.3, 0, 0.1
958, 975, 4098, 0.524108, 0.2, 0, 0.1, 0.3, 0, 0.4
959, 976, 4098, 0.53047, 0.1, 0.4, 0, 0, 0.1, 0.4
960, 977, 4098, 0.571848, 0.3, 0.3, 0, 0, 0.1, 0.3
961, 978, 4098, 0.500758, 0, 0.3, 0, 0.5, 0, 0.2
962, 979, 4098, 0.424144, 0.1, 0, 0.6, 0, 0.3, 0
963, 980, 4098, 0.449788, 0.4, 0.1, 0.2, 0, 0, 0.3
964, 981, 4098, 0.467323, 0.5, 0, 0, 0, 0.4, 0.1
965, 982, 4098, 0.457598, 0.1, 0, 0.5, 0.3, 0, 0.1
966, 983, 4098, 0.473449, 0, 0.1, 0.5, 0.4, 0, 0
967, 984, 4098, 0.459879, 0, 0, 0.1, 0.2, 0.1, 0.6
968, 985, 4098, 0.439296, 0, 0.3, 0.4, 0, 0.3, 0
969, 986, 4098, 0.399748, 0.1, 0, 0.4, 0.1, 0.4, 0
970, 987, 4098, 0.565711, 0, 0.2, 0, 0.3, 0.1, 0.4
971, 988, 4098, 0.522698, 0.1, 0.2, 0, 0.2, 0.5, 0
972, 989, 4098, 0.498584, 0.1, 0.3, 0, 0.1, 0, 0.5
973, 990, 4098, 0.414382, 0.4, 0, 0.4, 0, 0, 0.2
974, 991, 4098, 0.477709, 0, 0.1, 0, 0, 0.2, 0.7
975, 992, 4098, 0.460338, 0, 0, 0.5, 0.3, 0.1, 0.1
976, 993, 4098, 0.481595, 0.2, 0, 0, 0.1, 0.1, 0.6
977, 994, 4098, 0.447088, 0.2, 0, 0.2, 0.5, 0.1, 0
978, 995, 4098, 0.448748, 0.3, 0, 0, 0.1, 0.6, 0
979, 996, 4098, 0.469278, 0, 0, 0, 0.4, 0.5, 0.1
980, 997, 4098, 0.41097, 0.4, 0, 0.4, 0.1, 0.1, 0
981, 998, 4098, 0.464912, 0.2, 0.5, 0.2, 0, 0.1, 0
982, 999, 4098, 0.488747, 0.1, 0.3, 0, 0, 0, 0.6
983, 1000, 4098, 0.474313, 0.5, 0, 0, 0, 0.5, 0
984, 1001, 4098, 0.490581, 0, 0.1, 0.3, 0.5, 0, 0.1
985, 1002, 4098, 0.530334, 0.1, 0, 0, 0.4, 0, 0.5
986, 1003, 4098, 0.455378, 0, 0, 0.3, 0.2, 0.4, 0.1
987, 1004, 4098, 0.526452, 0.1, 0.2, 0, 0, 0.1, 0.6
988, 1005, 4098, 0.507924, 0.2, 0.3, 0, 0.4, 0.1, 0
989, 1006, 4098, 0.43689, 0.2, 0.1, 0.7, 0, 0, 0
990, 1007, 4098, 0.463213, 0, 0, 0.6, 0.4, 0, 0
991, 1008, 4098, 0.489202, 0.6, 0.1, 0, 0.2, 0.1, 0
992, 1009, 4098, 0.414342, 0.2, 0, 0.1, 0, 0.7, 0
993, 1010, 4098, 0.543567, 0.1, 0.7, 0, 0, 0.1, 0.1
994, 1011, 4098, 0.46101, 0, 0, 0.5, 0.4, 0.1, 0
995, 1012, 4098, 0.553123, 0, 0.3, 0, 0.5, 0.1, 0.1
996, 1013, 4098, 0.497863, 0.5, 0, 0, 0, 0.3, 0.2
997, 1014, 4098, 0.507101, 0, 0.4, 0.1, 0.2, 0, 0.3
998, 1015, 4098, 0.537926, 0.1, 0.4, 0, 0.3, 0.2, 0
999, 1016, 4098, 0.535195, 0.7, 0.1, 0, 0.2, 0, 0
1000, 1017, 4098, 0.610908, 0.6, 0.4, 0, 0, 0, 0
1001, 1018, 4098, 0.527244, 0.1, 0.1, 0, 0.7, 0.1, 0
1002, 1019, 4098, 0.494636, 0, 0.3, 0.1, 0.2, 0, 0.4
1003, 1020, 4098, 0.408778, 0.2, 0, 0.1, 0.1, 0.6, 0
1004, 1021, 4098, 0.413094, 0.1, 0, 0.2, 0, 0.7, 0
1005, 1022, 4098, 0.516556, 0.5, 0.2, 0, 0, 0.1, 0.2
1006, 1023, 4098, 0.452314, 0, 0, 0.1, 0.4, 0.4, 0.1
1007, 1024, 4098, 0.432672, 0, 0, 0.3, 0, 0.7, 0
1008, 1026, 4098, 0.499188, 0, 0.5, 0.2, 0.3, 0, 0
1009, 1027, 4098, 0.489127, 0.3, 0.3, 0.1, 0, 0.3, 0
1010, 1028, 4098, 0.485111, 0.1, 0.2, 0.1, 0, 0, 0.6
1011, 1029, 4098, 0.451658, 0.4, 0.2, 0.3, 0, 0, 0.1
1012, 1030, 4098, 0.42795, 0.5, 0, 0.5, 0, 0, 0
1013, 1031, 4098, 0.4996, 0.4, 0, 0, 0.5, 0.1, 0
1014, 1032, 4098, 0.483124, 0.1, 0.1, 0.1, 0, 0, 0.7
1015, 1033, 4098, 0.441341, 0.4, 0.1, 0.2, 0, 0.3, 0
1016, 1034, 4098, 0.442521, 0.5, 0, 0.3, 0.2, 0, 0
1017, 1035, 4098, 0.464127, 0.3, 0, 0.3, 0.2, 0, 0.2
1018, 1036, 4098, 0.470964, 0, 0.1, 0.6, 0.2, 0.1, 0
1019, 1037, 4098, 0.517949, 0, 0.2, 0, 0.3, 0.4, 0.1
1020, 1038, 4098, 0.495788, 0.2, 0.5, 0.2, 0, 0, 0.1
1021, 1039, 4098, 0.482401, 0, 0.6, 0, 0.2, 0.1, 0.1
1022, 1040, 4098, 0.445915, 0, 0.3, 0.3, 0, 0, 0.4
1023, 1041, 4098, 0.495888, 0.1, 0.2, 0, 0, 0.2, 0.5
1024, 1042, 4098, 0.469196, 0, 0.1, 0.2, 0.3, 0.4, 0
1025, 1043, 4098, 0.475925, 0, 0, 0.1, 0.4, 0, 0.5
1026, 1044, 4098, 0.441375, 0, 0, 0.5, 0, 0.5, 0
1027, 1045, 4098, 0.498505, 0, 0.1, 0, 0.4, 0.4, 0.1
1028, 1046, 4098, 0.487952, 0.1, 0, 0, 0.6, 0.2, 0.1
1029, 1047, 4098, 0.482535, 0, 0.1, 0, 0.1, 0.1, 0.7
1030, 1048, 4098, 0.462591, 0, 0.1, 0.4, 0, 0, 0.5
1031, 1049, 4098, 0.42682, 0.1, 0, 0.1, 0, 0.4, 0.4
1032, 1050, 4098, 0.452249, 0, 0.3, 0.3, 0.1, 0.3, 0
1033, 1051, 4098, 0.507498, 0.6, 0.3, 0, 0, 0.1, 0
1034, 1052, 4098, 0.508717, 0.1, 0.2, 0, 0.4, 0.3, 0
1035, 1053, 4098, 0.429653, 0.3, 0.1, 0.5, 0, 0.1, 0
1036, 1054, 4098, 0.44176, 0.1, 0, 0.1, 0.5, 0.3, 0
1037, 1055, 4098, 0.487219, 0.7, 0, 0.1, 0.2, 0, 0
1038, 1056, 4098, 0.471927, 0.5, 0, 0, 0.2, 0.2, 0.1
